record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
1012,6,9,1978,6,DS,M,46,32,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1014,6,9,1978,6,DS,F,50,73,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1047,7,7,1978,6,DS,F,50,85,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1155,8,5,1978,6,DS,F,50,100,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1172,8,5,1978,6,DS,F,49,98,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1274,9,4,1978,6,DS,F,51,106,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1278,9,4,1978,6,DS,F,49,114,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1367,10,8,1978,6,DS,F,52,110,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1376,10,8,1978,6,DS,F,48,102,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1447,11,5,1978,6,DS,F,50,111,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1459,11,5,1978,6,DS,F,47,105,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1521,12,3,1978,6,DS,F,52,113,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1527,12,3,1978,6,DS,F,50,111,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
735,4,8,1978,6,OT,F,18,NA,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1284,9,4,1978,6,DO,M,33,45,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
277,10,16,1977,6,OL,NA,20,21,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1546,12,3,1978,6,OL,M,22,36,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
16,7,16,1977,4,DM,F,36,NA,Dipodomys,merriami,Rodent,Control
65,8,19,1977,4,DM,F,34,29,Dipodomys,merriami,Rodent,Control
66,8,19,1977,4,DM,F,35,46,Dipodomys,merriami,Rodent,Control
82,8,19,1977,4,DM,F,35,41,Dipodomys,merriami,Rodent,Control
192,9,12,1977,4,DM,F,36,45,Dipodomys,merriami,Rodent,Control
198,9,12,1977,4,DM,M,35,39,Dipodomys,merriami,Rodent,Control
293,10,17,1977,4,DM,F,36,42,Dipodomys,merriami,Rodent,Control
624,2,19,1978,4,DM,M,35,39,Dipodomys,merriami,Rodent,Control
684,3,12,1978,4,DM,M,35,43,Dipodomys,merriami,Rodent,Control
770,4,9,1978,4,DM,M,37,26,Dipodomys,merriami,Rodent,Control
771,4,9,1978,4,DM,M,35,44,Dipodomys,merriami,Rodent,Control
804,4,9,1978,4,DM,M,34,42,Dipodomys,merriami,Rodent,Control
909,5,18,1978,4,DM,M,36,40,Dipodomys,merriami,Rodent,Control
1084,7,8,1978,4,DM,F,36,36,Dipodomys,merriami,Rodent,Control
1154,8,5,1978,4,DM,F,36,35,Dipodomys,merriami,Rodent,Control
1157,8,5,1978,4,DM,F,34,34,Dipodomys,merriami,Rodent,Control
1255,9,4,1978,4,DM,F,37,39,Dipodomys,merriami,Rodent,Control
1302,9,4,1978,4,DM,F,36,37,Dipodomys,merriami,Rodent,Control
1353,10,8,1978,4,DM,F,35,36,Dipodomys,merriami,Rodent,Control
1440,11,5,1978,4,DM,F,36,36,Dipodomys,merriami,Rodent,Control
1458,11,5,1978,4,DM,M,35,38,Dipodomys,merriami,Rodent,Control
19,7,16,1977,4,PF,NA,NA,NA,Perognathus,flavus,Rodent,Control
81,8,19,1977,4,PF,F,14,8,Perognathus,flavus,Rodent,Control
216,9,12,1977,4,PF,F,13,9,Perognathus,flavus,Rodent,Control
470,12,11,1977,4,PF,M,15,6,Perognathus,flavus,Rodent,Control
621,2,19,1978,4,PF,NA,NA,NA,Perognathus,flavus,Rodent,Control
686,3,12,1978,4,PF,NA,NA,NA,Perognathus,flavus,Rodent,Control
1282,9,4,1978,4,PF,F,16,6,Perognathus,flavus,Rodent,Control
195,9,12,1977,4,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Control
211,9,12,1977,4,DS,F,48,NA,Dipodomys,spectabilis,Rodent,Control
308,10,17,1977,4,DS,F,48,NA,Dipodomys,spectabilis,Rodent,Control
322,10,17,1977,4,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Control
394,11,13,1977,4,DS,F,48,107,Dipodomys,spectabilis,Rodent,Control
398,11,13,1977,4,DS,F,50,115,Dipodomys,spectabilis,Rodent,Control
463,12,11,1977,4,DS,M,49,134,Dipodomys,spectabilis,Rodent,Control
466,12,11,1977,4,DS,F,51,118,Dipodomys,spectabilis,Rodent,Control
493,12,11,1977,4,DS,F,49,110,Dipodomys,spectabilis,Rodent,Control
543,1,9,1978,4,DS,M,49,132,Dipodomys,spectabilis,Rodent,Control
551,1,9,1978,4,DS,F,50,126,Dipodomys,spectabilis,Rodent,Control
609,2,19,1978,4,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Control
612,2,19,1978,4,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Control
614,2,19,1978,4,DS,F,49,124,Dipodomys,spectabilis,Rodent,Control
678,3,12,1978,4,DS,M,49,131,Dipodomys,spectabilis,Rodent,Control
688,3,12,1978,4,DS,F,48,141,Dipodomys,spectabilis,Rodent,Control
691,3,12,1978,4,DS,F,50,124,Dipodomys,spectabilis,Rodent,Control
793,4,9,1978,4,DS,F,49,121,Dipodomys,spectabilis,Rodent,Control
796,4,9,1978,4,DS,M,50,133,Dipodomys,spectabilis,Rodent,Control
803,4,9,1978,4,DS,F,48,84,Dipodomys,spectabilis,Rodent,Control
806,4,9,1978,4,DS,F,47,118,Dipodomys,spectabilis,Rodent,Control
895,5,18,1978,4,DS,M,50,126,Dipodomys,spectabilis,Rodent,Control
896,5,18,1978,4,DS,F,50,120,Dipodomys,spectabilis,Rodent,Control
901,5,18,1978,4,DS,F,48,68,Dipodomys,spectabilis,Rodent,Control
902,5,18,1978,4,DS,M,NA,83,Dipodomys,spectabilis,Rodent,Control
989,6,9,1978,4,DS,M,50,122,Dipodomys,spectabilis,Rodent,Control
1016,6,9,1978,4,DS,F,49,119,Dipodomys,spectabilis,Rodent,Control
1023,6,9,1978,4,DS,F,49,81,Dipodomys,spectabilis,Rodent,Control
1024,6,9,1978,4,DS,M,50,93,Dipodomys,spectabilis,Rodent,Control
1077,7,8,1978,4,DS,M,50,130,Dipodomys,spectabilis,Rodent,Control
1099,7,8,1978,4,DS,F,49,81,Dipodomys,spectabilis,Rodent,Control
1102,7,8,1978,4,DS,F,49,80,Dipodomys,spectabilis,Rodent,Control
1105,7,8,1978,4,DS,F,51,118,Dipodomys,spectabilis,Rodent,Control
1106,7,8,1978,4,DS,M,51,91,Dipodomys,spectabilis,Rodent,Control
1166,8,5,1978,4,DS,M,48,96,Dipodomys,spectabilis,Rodent,Control
1180,8,5,1978,4,DS,F,48,83,Dipodomys,spectabilis,Rodent,Control
1186,8,5,1978,4,DS,F,47,82,Dipodomys,spectabilis,Rodent,Control
1189,8,5,1978,4,DS,F,50,119,Dipodomys,spectabilis,Rodent,Control
1267,9,4,1978,4,DS,M,51,118,Dipodomys,spectabilis,Rodent,Control
1292,9,4,1978,4,DS,F,47,77,Dipodomys,spectabilis,Rodent,Control
1297,9,4,1978,4,DS,F,52,125,Dipodomys,spectabilis,Rodent,Control
1371,10,8,1978,4,DS,M,53,115,Dipodomys,spectabilis,Rodent,Control
1387,10,8,1978,4,DS,F,51,120,Dipodomys,spectabilis,Rodent,Control
1454,11,5,1978,4,DS,M,49,111,Dipodomys,spectabilis,Rodent,Control
1531,12,3,1978,4,DS,M,51,118,Dipodomys,spectabilis,Rodent,Control
494,12,11,1977,4,OT,NA,NA,NA,Onychomys,torridus,Rodent,Control
1462,11,5,1978,4,OT,F,20,22,Onychomys,torridus,Rodent,Control
1473,11,5,1978,4,OT,M,20,28,Onychomys,torridus,Rodent,Control
77,8,19,1977,4,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Control
1388,10,8,1978,4,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Control
23,7,17,1977,13,DM,M,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
35,7,17,1977,13,DM,F,38,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
116,8,21,1977,13,DM,F,37,31,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
145,8,21,1977,13,DM,F,37,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
146,8,21,1977,13,DM,F,36,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
147,8,21,1977,13,DM,M,37,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
151,8,21,1977,13,DM,M,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
219,9,13,1977,13,DM,M,36,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
229,9,13,1977,13,DM,M,35,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
235,9,13,1977,13,DM,F,37,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
246,10,16,1977,13,DM,M,37,47,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
249,10,16,1977,13,DM,M,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
284,10,16,1977,13,DM,M,37,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
348,11,12,1977,13,DM,M,36,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
371,11,12,1977,13,DM,M,36,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
420,12,10,1977,13,DM,F,38,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
423,12,10,1977,13,DM,M,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
443,12,10,1977,13,DM,M,35,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
505,1,8,1978,13,DM,M,36,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
530,1,8,1978,13,DM,M,37,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
586,2,18,1978,13,DM,M,35,51,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
602,2,18,1978,13,DM,M,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
751,4,8,1978,13,DM,M,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
767,4,8,1978,13,DM,M,NA,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
852,5,6,1978,13,DM,M,36,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1028,6,9,1978,13,DM,F,36,24,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1075,7,8,1978,13,DM,M,38,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1092,7,8,1978,13,DM,F,36,34,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1152,8,5,1978,13,DM,F,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1173,8,5,1978,13,DM,F,37,34,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1258,9,4,1978,13,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1300,9,4,1978,13,DM,F,37,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1359,10,8,1978,13,DM,F,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1389,10,8,1978,13,DM,F,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1442,11,5,1978,13,DM,F,39,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1468,11,5,1978,13,DM,F,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1471,11,5,1978,13,DM,F,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1522,12,3,1978,13,DM,F,38,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1545,12,3,1978,13,DM,F,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
136,8,21,1977,13,PF,F,16,NA,Perognathus,flavus,Rodent,Short-term Krat Exclosure
358,11,12,1977,13,PF,F,16,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure
434,12,10,1977,13,PF,F,16,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure
510,1,8,1978,13,PF,F,16,8,Perognathus,flavus,Rodent,Short-term Krat Exclosure
662,3,11,1978,13,PF,F,15,8,Perognathus,flavus,Rodent,Short-term Krat Exclosure
738,4,8,1978,13,PF,M,NA,NA,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1372,10,8,1978,13,PF,F,15,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure
739,4,8,1978,13,PE,M,19,NA,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
742,4,8,1978,13,PE,M,18,NA,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
741,4,8,1978,13,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1010,6,9,1978,13,DS,F,47,107,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1165,8,5,1978,13,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1263,9,4,1978,13,DS,F,48,86,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1287,9,4,1978,13,DS,F,48,112,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1384,10,8,1978,13,DS,F,48,106,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1450,11,5,1978,13,DS,F,48,107,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1540,12,3,1978,13,DS,F,47,111,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
991,6,9,1978,13,PP,M,23,17,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1375,10,8,1978,13,PP,M,23,20,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
24,7,17,1977,13,SH,M,21,NA,Sigmodon,hispidus,Rodent,Short-term Krat Exclosure
915,5,19,1978,13,OT,F,18,24,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1027,6,9,1978,13,OT,F,19,28,Onychomys,torridus,Rodent,Short-term Krat Exclosure
762,4,8,1978,13,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
857,5,6,1978,13,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
1470,11,5,1978,13,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
666,3,11,1978,13,OL,M,21,38,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
740,4,8,1978,13,OL,M,NA,NA,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
768,4,8,1978,13,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1026,6,9,1978,13,OL,M,22,44,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1174,8,5,1978,13,OL,F,21,29,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1190,8,5,1978,13,OL,M,22,NA,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1253,9,4,1978,13,OL,M,21,36,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1385,10,8,1978,13,OL,F,20,24,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1391,10,8,1978,13,OL,M,20,34,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1532,12,3,1978,13,OL,F,21,29,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
46,7,18,1977,19,DM,M,35,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
59,7,18,1977,19,DM,M,33,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
62,7,18,1977,19,DM,M,35,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
84,8,20,1977,19,DM,F,35,43,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
105,8,20,1977,19,DM,M,35,39,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
175,9,11,1977,19,DM,M,33,40,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
186,9,11,1977,19,DM,F,34,35,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
298,10,17,1977,19,DM,M,36,49,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
302,10,17,1977,19,DM,F,36,44,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
307,10,17,1977,19,DM,M,36,42,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
313,10,17,1977,19,DM,M,35,31,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
1230,9,3,1978,19,PF,M,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1400,11,4,1978,19,PF,M,15,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
60,7,18,1977,19,PE,M,20,NA,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1240,9,3,1978,19,PE,F,20,13,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1395,10,8,1978,19,PE,NA,NA,18,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
165,9,11,1977,19,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
1144,8,4,1978,19,OT,M,19,12,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1420,11,4,1978,19,OT,M,20,21,Onychomys,torridus,Rodent,Long-term Krat Exclosure
333,10,18,1977,19,OX,NA,NA,NA,Onychomys,sp.,Rodent,Long-term Krat Exclosure
311,10,17,1977,19,RM,M,18,13,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1478,12,2,1978,19,RM,M,17,8,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
1132,8,4,1978,19,PM,F,NA,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1140,8,4,1978,19,PM,M,20,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8,7,16,1977,1,DM,M,37,NA,Dipodomys,merriami,Rodent,Spectab exclosure
9,7,16,1977,1,DM,F,34,NA,Dipodomys,merriami,Rodent,Spectab exclosure
263,10,16,1977,1,DM,M,37,40,Dipodomys,merriami,Rodent,Spectab exclosure
270,10,16,1977,1,DM,F,36,38,Dipodomys,merriami,Rodent,Spectab exclosure
285,10,16,1977,1,DM,M,36,53,Dipodomys,merriami,Rodent,Spectab exclosure
352,11,12,1977,1,DM,M,36,40,Dipodomys,merriami,Rodent,Spectab exclosure
365,11,12,1977,1,DM,F,38,35,Dipodomys,merriami,Rodent,Spectab exclosure
429,12,10,1977,1,DM,M,NA,38,Dipodomys,merriami,Rodent,Spectab exclosure
454,12,10,1977,1,DM,F,36,38,Dipodomys,merriami,Rodent,Spectab exclosure
542,1,9,1978,1,DM,M,36,40,Dipodomys,merriami,Rodent,Spectab exclosure
545,1,9,1978,1,DM,F,38,36,Dipodomys,merriami,Rodent,Spectab exclosure
639,2,20,1978,1,DM,F,35,39,Dipodomys,merriami,Rodent,Spectab exclosure
642,2,20,1978,1,DM,M,36,43,Dipodomys,merriami,Rodent,Spectab exclosure
717,3,13,1978,1,DM,F,NA,51,Dipodomys,merriami,Rodent,Spectab exclosure
721,3,13,1978,1,DM,F,37,44,Dipodomys,merriami,Rodent,Spectab exclosure
815,4,10,1978,1,DM,F,38,43,Dipodomys,merriami,Rodent,Spectab exclosure
913,5,19,1978,1,DM,M,37,42,Dipodomys,merriami,Rodent,Spectab exclosure
923,5,19,1978,1,DM,M,34,21,Dipodomys,merriami,Rodent,Spectab exclosure
932,5,19,1978,1,DM,F,37,39,Dipodomys,merriami,Rodent,Spectab exclosure
1007,6,9,1978,1,DM,F,37,40,Dipodomys,merriami,Rodent,Spectab exclosure
1082,7,8,1978,1,DM,F,38,45,Dipodomys,merriami,Rodent,Spectab exclosure
1304,10,6,1978,1,DM,F,37,NA,Dipodomys,merriami,Rodent,Spectab exclosure
1306,10,6,1978,1,DM,F,34,38,Dipodomys,merriami,Rodent,Spectab exclosure
1309,10,6,1978,1,DM,F,36,51,Dipodomys,merriami,Rodent,Spectab exclosure
1402,11,4,1978,1,DM,F,36,39,Dipodomys,merriami,Rodent,Spectab exclosure
1416,11,4,1978,1,DM,F,35,39,Dipodomys,merriami,Rodent,Spectab exclosure
1487,12,2,1978,1,DM,F,36,37,Dipodomys,merriami,Rodent,Spectab exclosure
1492,12,2,1978,1,DM,F,34,38,Dipodomys,merriami,Rodent,Spectab exclosure
1511,12,2,1978,1,DM,M,37,42,Dipodomys,merriami,Rodent,Spectab exclosure
6,7,16,1977,1,PF,M,14,NA,Perognathus,flavus,Rodent,Spectab exclosure
78,8,19,1977,1,PF,M,16,9,Perognathus,flavus,Rodent,Spectab exclosure
218,9,13,1977,1,PF,M,13,4,Perognathus,flavus,Rodent,Spectab exclosure
376,11,12,1977,1,PF,F,15,7,Perognathus,flavus,Rodent,Spectab exclosure
440,12,10,1977,1,PF,F,16,7,Perognathus,flavus,Rodent,Spectab exclosure
80,8,19,1977,1,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
222,9,13,1977,1,DS,M,52,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
239,9,13,1977,1,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
276,10,16,1977,1,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
362,11,12,1977,1,DS,F,51,121,Dipodomys,spectabilis,Rodent,Spectab exclosure
558,1,9,1978,1,DS,F,49,135,Dipodomys,spectabilis,Rodent,Spectab exclosure
647,2,20,1978,1,DS,F,52,144,Dipodomys,spectabilis,Rodent,Spectab exclosure
725,3,13,1978,1,DS,F,NA,146,Dipodomys,spectabilis,Rodent,Spectab exclosure
814,4,10,1978,1,DS,M,55,168,Dipodomys,spectabilis,Rodent,Spectab exclosure
818,4,10,1978,1,DS,F,49,87,Dipodomys,spectabilis,Rodent,Spectab exclosure
822,4,10,1978,1,DS,F,48,140,Dipodomys,spectabilis,Rodent,Spectab exclosure
829,4,10,1978,1,DS,M,48,89,Dipodomys,spectabilis,Rodent,Spectab exclosure
917,5,19,1978,1,DS,M,52,160,Dipodomys,spectabilis,Rodent,Spectab exclosure
922,5,19,1978,1,DS,M,50,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
928,5,19,1978,1,DS,F,NA,131,Dipodomys,spectabilis,Rodent,Spectab exclosure
929,5,19,1978,1,DS,M,48,54,Dipodomys,spectabilis,Rodent,Spectab exclosure
1003,6,9,1978,1,DS,M,53,160,Dipodomys,spectabilis,Rodent,Spectab exclosure
1011,6,9,1978,1,DS,M,52,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
1015,6,9,1978,1,DS,F,NA,134,Dipodomys,spectabilis,Rodent,Spectab exclosure
1019,6,9,1978,1,DS,F,49,59,Dipodomys,spectabilis,Rodent,Spectab exclosure
1021,6,9,1978,1,DS,M,49,58,Dipodomys,spectabilis,Rodent,Spectab exclosure
1093,7,8,1978,1,DS,M,51,101,Dipodomys,spectabilis,Rodent,Spectab exclosure
1097,7,8,1978,1,DS,M,51,63,Dipodomys,spectabilis,Rodent,Spectab exclosure
1101,7,8,1978,1,DS,F,NA,65,Dipodomys,spectabilis,Rodent,Spectab exclosure
1103,7,8,1978,1,DS,F,NA,130,Dipodomys,spectabilis,Rodent,Spectab exclosure
1169,8,5,1978,1,DS,M,51,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
1171,8,5,1978,1,DS,NA,NA,130,Dipodomys,spectabilis,Rodent,Spectab exclosure
1182,8,5,1978,1,DS,F,50,88,Dipodomys,spectabilis,Rodent,Spectab exclosure
1185,8,5,1978,1,DS,F,51,136,Dipodomys,spectabilis,Rodent,Spectab exclosure
1188,8,5,1978,1,DS,M,51,70,Dipodomys,spectabilis,Rodent,Spectab exclosure
1268,9,4,1978,1,DS,F,48,123,Dipodomys,spectabilis,Rodent,Spectab exclosure
1271,9,4,1978,1,DS,M,51,124,Dipodomys,spectabilis,Rodent,Spectab exclosure
1296,9,4,1978,1,DS,F,52,138,Dipodomys,spectabilis,Rodent,Spectab exclosure
1305,10,6,1978,1,DS,F,47,120,Dipodomys,spectabilis,Rodent,Spectab exclosure
1307,10,6,1978,1,DS,M,50,125,Dipodomys,spectabilis,Rodent,Spectab exclosure
1308,10,6,1978,1,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
1403,11,4,1978,1,DS,M,NA,133,Dipodomys,spectabilis,Rodent,Spectab exclosure
1404,11,4,1978,1,DS,F,47,125,Dipodomys,spectabilis,Rodent,Spectab exclosure
1422,11,4,1978,1,DS,M,52,130,Dipodomys,spectabilis,Rodent,Spectab exclosure
1288,9,4,1978,1,OT,M,19,20,Onychomys,torridus,Rodent,Spectab exclosure
356,11,12,1977,1,DO,F,32,44,Dipodomys,ordii,Rodent,Spectab exclosure
378,11,12,1977,1,DO,M,33,48,Dipodomys,ordii,Rodent,Spectab exclosure
450,12,10,1977,1,DO,M,33,45,Dipodomys,ordii,Rodent,Spectab exclosure
926,5,19,1978,1,DO,M,35,37,Dipodomys,ordii,Rodent,Spectab exclosure
1013,6,9,1978,1,DO,M,35,38,Dipodomys,ordii,Rodent,Spectab exclosure
813,4,10,1978,1,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Spectab exclosure
14,7,16,1977,8,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Control
75,8,19,1977,8,DM,F,32,22,Dipodomys,merriami,Rodent,Control
778,4,9,1978,8,DM,M,36,36,Dipodomys,merriami,Rodent,Control
802,4,9,1978,8,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Control
1048,7,7,1978,8,DM,F,35,NA,Dipodomys,merriami,Rodent,Control
1137,8,4,1978,8,DM,F,36,36,Dipodomys,merriami,Rodent,Control
1228,9,3,1978,8,DM,F,36,40,Dipodomys,merriami,Rodent,Control
1242,9,3,1978,8,DM,F,35,40,Dipodomys,merriami,Rodent,Control
1348,10,7,1978,8,DM,F,36,35,Dipodomys,merriami,Rodent,Control
1415,11,4,1978,8,DM,F,35,37,Dipodomys,merriami,Rodent,Control
74,8,19,1977,8,PF,M,12,7,Perognathus,flavus,Rodent,Control
408,11,14,1977,8,PF,F,9,6,Perognathus,flavus,Rodent,Control
474,12,11,1977,8,PF,F,15,6,Perognathus,flavus,Rodent,Control
920,5,19,1978,8,PF,F,15,7,Perognathus,flavus,Rodent,Control
976,6,8,1978,8,PF,F,15,8,Perognathus,flavus,Rodent,Control
1246,9,3,1978,8,PF,M,15,8,Perognathus,flavus,Rodent,Control
223,9,13,1977,8,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
327,10,18,1977,8,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
339,10,18,1977,8,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Control
413,11,14,1977,8,DS,F,49,112,Dipodomys,spectabilis,Rodent,Control
476,12,11,1977,8,DS,F,NA,120,Dipodomys,spectabilis,Rodent,Control
483,12,11,1977,8,DS,M,49,149,Dipodomys,spectabilis,Rodent,Control
548,1,9,1978,8,DS,M,53,150,Dipodomys,spectabilis,Rodent,Control
553,1,9,1978,8,DS,F,50,136,Dipodomys,spectabilis,Rodent,Control
620,2,19,1978,8,DS,F,49,132,Dipodomys,spectabilis,Rodent,Control
633,2,19,1978,8,DS,M,55,154,Dipodomys,spectabilis,Rodent,Control
710,3,13,1978,8,DS,M,49,152,Dipodomys,spectabilis,Rodent,Control
720,3,13,1978,8,DS,F,47,134,Dipodomys,spectabilis,Rodent,Control
789,4,9,1978,8,DS,M,52,148,Dipodomys,spectabilis,Rodent,Control
798,4,9,1978,8,DS,F,48,142,Dipodomys,spectabilis,Rodent,Control
